column,min,max,mean,std,median,p95_abs,range
col1,-0.267505,0.154799,-0.04738341277641278,0.08481420089131343,-0.045169,0.20712219999999995,0.422304
col2,-0.07939,1.040717,0.31164984275184276,0.18409947846163907,0.346136,0.5600029,1.120107
col3,-0.889335,0.190473,-0.06990056756756757,0.152331078111281,-0.017973,0.32600239999999997,1.0798079999999999
col4,-0.037586,0.837837,0.2962394176904177,0.1396521545537911,0.324581,0.48076399999999997,0.8754230000000001
col5,-0.262931,0.054202,-0.06703286732186733,0.052847087982527574,-0.060905,0.1795707,0.317133
col6,-1.626457,0.105997,-0.6697265577395577,0.4990041484782094,-0.804949,1.4057532,1.732454
